         88290065 function calls (88037980 primitive calls) in 34.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 scanner.py:510(RoundTripScanner)
        1    0.000    0.000    0.000    0.000 nodes.py:488(BinExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:896(Concat)
        1    0.000    0.000    0.000    0.000 threading.py:359(notify)
        1    0.000    0.000    0.000    0.000 compiler.py:252(DependencyFinderVisitor)
        1    0.000    0.000    0.000    0.000 constants.py:50(<listcomp>)
        4    0.000    0.000    0.000    0.000 __init__.py:795(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:341(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 context.py:251(on_interrupt)
        2    0.000    0.000    0.000    0.000 __init__.py:227(_set)
        1    0.000    0.000    0.000    0.000 _functools.py:1(<module>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:531(__init__)
        1    0.000    0.000    0.000    0.000 scalarint.py:14(ScalarInt)
        1    0.000    0.000    0.000    0.000 comments.py:514(CommentedKeySeq)
        1    0.000    0.000    0.000    0.000 <frozen ntpath>:319(expanduser)
       12    0.000    0.000    0.000    0.000 {method 'islower' of 'str' objects}
        1    0.000    0.000    0.000    0.000 parse_conf.py:39(MetaValue)
        5    0.000    0.000    0.000    0.000 datetime.py:51(_days_in_month)
        3    0.000    0.000    0.000    0.000 datetime.py:46(_days_before_year)
        1    0.000    0.000    0.000    0.000 comments.py:242(CommentedMapKeysView)
        1    0.000    0.000    0.000    0.000 nodes.py:853(Getattr)
        1    0.000    0.000    0.000    0.000 nodes.py:1175(EvalContextModifier)
        1    0.000    0.000    0.000    0.000 nodes.py:989(And)
        1    0.000    0.000    0.000    0.000 subprocess.py:163(TimeoutExpired)
        1    0.000    0.000    0.000    0.000 core.py:585(Argument)
        1    0.000    0.000    0.000    0.000 winterm.py:45(set_attrs)
        1    0.000    0.000    0.000    0.000 __init__.py:321(CDLL)
        1    0.000    0.000    0.000    0.000 __init__.py:535(IMetadataProvider)
        1    0.000    0.000    0.000    0.000 zipfile.py:782(_Tellable)
        1    0.000    0.000    0.000    0.000 plistlib.py:312(_PlistWriter)
        1    0.000    0.000    0.000    0.000 __init__.py:862(Prepared)
        2    0.000    0.000    0.000    0.000 __init__.py:183(check_exists)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:692(_empty_cell_value)
        1    0.000    0.000    0.000    0.000 resolver.py:115(__init__)
        1    0.000    0.000    0.000    0.000 compat.py:24(ordereddict)
        2    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        3    0.000    0.000    0.000    0.000 dataclasses.py:660(_is_kw_only)
        2    0.000    0.000    0.000    0.000 inspect.py:755(_is_wrapper)
        1    0.000    0.000    0.000    0.000 parse_conf.py:57(Reset)
        1    0.000    0.000    0.000    0.000 datetime.py:1284(IsoCalendarDate)
        1    0.000    0.000    0.000    0.000 nodes.py:513(UnaryExpr)
        1    0.000    0.000    0.000    0.000 nodes.py:554(NSRef)
        1    0.000    0.000    0.000    0.000 threading.py:103(_RLock)
        1    0.000    0.000    0.000    0.000 compiler.py:271(UndeclaredNameVisitor)
        1    0.000    0.000    0.000    0.000 lexer.py:267(Token)
        1    0.000    0.000    0.000    0.000 subprocess.py:215(Handle)
        1    0.000    0.000    0.000    0.000 core.py:374(CommandCollection)
        1    0.000    0.000    0.000    0.000 win32.py:23(CONSOLE_SCREEN_BUFFER_INFO)
        1    0.000    0.000    0.000    0.000 utils.py:33(LazyFile)
        1    0.000    0.000    0.000    0.000 types.py:16(ParamType)
        1    0.000    0.000    0.000    0.000 plistlib.py:68(UID)
        1    0.000    0.000    0.000    0.000 charset.py:167(Charset)
        1    0.000    0.000    0.000    0.000 plistlib.py:622(_BinaryPlistWriter)
        1    0.000    0.000    0.000    0.000 selectors.py:206(_BaseSelectorImpl)
        1    0.000    0.000    0.000    0.000 more.py:250(peekable)
        1    0.000    0.000    0.000    0.000 more.py:3977(countable)
        1    0.000    0.000    0.000    0.000 _structures.py:35(NegativeInfinityType)
        1    0.000    0.000    0.000    0.000 __init__.py:123(DeprecatedTuple)
        1    0.000    0.000    0.000    0.000 index_tricks.py:570(ndenumerate)
        1    0.000    0.000    0.000    0.000 core.py:903(_MaskedUnaryOperation)
        1    0.000    0.000    0.000    0.000 events.py:93(__init__)
        1    0.000    0.000    0.000    0.000 constructor.py:829(Constructor)
        1    0.000    0.000    0.000    0.000 comments.py:576(CommentedMapKeysView)
       10    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISREG}
        1    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        1    0.000    0.000    0.000    0.000 {built-in method _ctypes.byref}
        3    0.000    0.000    0.000    0.000 dataclasses.py:509(_init_param)
        1    0.000    0.000    0.000    0.000 __init__.py:988(__init__)
        6    0.000    0.000    0.000    0.000 enum.py:433(<genexpr>)
        3    0.000    0.000    0.000    0.000 dataclasses.py:646(_is_classvar)
        1    0.000    0.000    0.000    0.000 weakref.py:427(__setitem__)
        1    0.000    0.000    0.000    0.000 pathlib.py:331(_PreciseSelector)
        1    0.000    0.000    0.000    0.000 decoder.py:254(JSONDecoder)
        1    0.000    0.000    0.000    0.000 __init__.py:233(Missing)
        1    0.000    0.000    0.000    0.000 events.py:22(CollectionStartEvent)
        2    0.000    0.000    0.000    0.000 representer.py:79(add_multi_representer)
        1    0.000    0.000    0.000    0.000 nodes.py:606(TemplateData)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        1    0.000    0.000    0.000    0.000 nodes.py:1149(Scope)
        1    0.000    0.000    0.000    0.000 utils.py:734(Namespace)
        1    0.000    0.000    0.000    0.000 nodes.py:1081(MarkSafe)
        1    0.000    0.000    0.000    0.000 parser.py:27(Position)
        1    0.000    0.000    0.000    0.000 __init__.py:753(Filter)
        1    0.000    0.000    0.000    0.000 _winconsole.py:73(ConsoleStream)
        1    0.000    0.000    0.000    0.000 __init__.py:558(IResourceProvider)
        1    0.000    0.000    0.000    0.000 __init__.py:1648(EggProvider)
        1    0.000    0.000    0.000    0.000 zipfile.py:1995(PyZipFile)
        1    0.000    0.000    0.000    0.000 pkgutil.py:269(ImpLoader)
        1    0.000    0.000    0.000    0.000 header.py:541(_Accumulator)
        1    0.000    0.000    0.000    0.000 feedparser.py:532(BytesFeedParser)
        1    0.000    0.000    0.000    0.000 _parser.py:13(Node)
        6    0.000    0.000    0.000    0.000 _type_aliases.py:92(<genexpr>)
        1    0.000    0.000    0.000    0.000 index_tricks.py:110(nd_grid)
        1    0.000    0.000    0.000    0.000 function_base.py:2117(vectorize)
        3    0.000    0.000    0.000    0.000 core.py:806(__init__)
        1    0.000    0.000    0.000    0.000 tokens.py:249(CommentToken)
        2    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1103(_sanity_check)
        2    0.000    0.000    0.000    0.000 enum.py:1229(__hash__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1017(<listcomp>)
        4    0.000    0.000    0.000    0.000 _adapters.py:25(__init__)
        1    0.000    0.000    0.000    0.000 string.py:188(Formatter)
        5    0.000    0.000    0.000    0.000 datetime.py:545(_check_tzinfo_arg)
        1    0.000    0.000    0.000    0.000 comments.py:451(CommentedSet)
        1    0.000    0.000    0.000    0.000 runtime.py:120(TemplateReference)
        1    0.000    0.000    0.000    0.000 _winconsole.py:87(WindowsChunkedWriter)
        5    0.000    0.000    0.000    0.000 decorators.py:61(argument)
        1    0.000    0.000    0.000    0.000 types.py:144(File)
        1    0.000    0.000    0.000    0.000 types.py:30(FuncParamType)
        1    0.000    0.000    0.000    0.000 types.py:113(FloatRange)
        4    0.000    0.000    0.000    0.000 __init__.py:373(register_loader_type)
        1    0.000    0.000    0.000    0.000 __init__.py:1938(FileMetadata)
        1    0.000    0.000    0.000    0.000 parser.py:16(Parser)
        9    0.000    0.000    0.000    0.000 _globals.py:86(__repr__)
        1    0.000    0.000    0.000    0.000 _ufunc_config.py:30(<dictcomp>)
        1    0.000    0.000    0.000    0.000 memmap.py:22(memmap)
        1    0.000    0.000    0.000    0.000 core.py:2372(_MaskedPrintOption)
        4    0.000    0.000    0.000    0.000 core.py:3401(dtype)
        1    0.000    0.000    0.000    0.000 constructor.py:460(construct_yaml_null)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        9    0.000    0.000    0.000    0.000 {method 'isalnum' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha224}
        1    0.000    0.000    0.000    0.000 dataclasses.py:548(<dictcomp>)
        1    0.000    0.000    0.000    0.000 typing.py:2189(runtime_checkable)
        1    0.000    0.000    0.000    0.000 tempfile.py:132(_RandomNameSequence)
        2    0.000    0.000    0.000    0.000 pathlib.py:53(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:231(_PosixFlavour)
        1    0.000    0.000    0.000    0.000 csv.py:23(Dialect)
        1    0.000    0.000    0.000    0.000 __init__.py:65(install)
        1    0.000    0.000    0.000    0.000 decoder.py:503(TomlPreserveCommentDecoder)
        1    0.000    0.000    0.000    0.000 nodes.py:1156(OverlayScope)
        1    0.000    0.000    0.000    0.000 threading.py:1005(_set_native_id)
        1    0.000    0.000    0.000    0.000 filters.py:1147(_GroupTuple)
        1    0.000    0.000    0.000    0.000 runtime.py:1020(StrictUndefined)
        1    0.000    0.000    0.000    0.000 core.py:358(Group)
        3    0.000    0.000    0.000    0.000 __init__.py:504(CFunctionType)
        1    0.000    0.000    0.000    0.000 exceptions.py:8(ClickException)
        1    0.000    0.000    0.000    0.000 __init__.py:330(DistributionNotFound)
        1    0.000    0.000    0.000    0.000 __init__.py:317(ContextualVersionConflict)
        1    0.000    0.000    0.000    0.000 calendar.py:412(HTMLCalendar)
        1    0.000    0.000    0.000    0.000 __init__.py:526(_nonblank)
        1    0.000    0.000    0.000    0.000 gzip.py:455(_GzipReader)
        1    0.000    0.000    0.000    0.000 _collections.py:27(Pair)
        1    0.000    0.000    0.000    0.000 __init__.py:757(path)
        1    0.000    0.000    0.000    0.000 records.py:223(record)
        1    0.000    0.000    0.000    0.000 core.py:190(<listcomp>)
        3    0.000    0.000    0.000    0.000 core.py:1362(getmask)
        6    0.000    0.000    0.000    0.000 core.py:846(__init__)
        1    0.000    0.000    0.000    0.000 resolver.py:322(VersionedResolver)
        2    0.000    0.000    0.000    0.000 scanner.py:778(check_document_end)
        4    0.000    0.000    0.000    0.000 {method 'popitem' of 'dict' objects}
        8    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        7    0.000    0.000    0.000    0.000 inspect.py:2736(name)
        4    0.000    0.000    0.000    0.000 typing.py:390(__init_subclass__)
        1    0.000    0.000    0.000    0.000 tempfile.py:459(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 tempfile.py:416(_TemporaryFileCloser)
        1    0.000    0.000    0.000    0.000 encoder.py:105(__init__)
        1    0.000    0.000    0.000    0.000 random.py:787(SystemRandom)
        1    0.000    0.000    0.000    0.000 _adapters.py:83(ChildPath)
        1    0.000    0.000    0.000    0.000 main.py:254(YAMLContextManager)
        1    0.000    0.000    0.000    0.000 util.py:7(LazyEval)
        1    0.000    0.000    0.000    0.000 environment.py:124(_environment_config_check)
        1    0.000    0.000    0.000    0.000 nodes.py:370(FilterBlock)
        1    0.000    0.000    0.000    0.000 decoder.py:42(CommentValue)
        1    0.000    0.000    0.000    0.000 threading.py:544(Event)
        1    0.000    0.000    0.000    0.000 threading.py:264(__enter__)
        1    0.000    0.000    0.000    0.000 optimizer.py:26(Optimizer)
        1    0.000    0.000    0.000    0.000 parser.py:34(Reader)
        3    0.000    0.000    0.000    0.000 signal.py:48(_wraps)
        3    0.000    0.000    0.000    0.000 __init__.py:128(WinFunctionType)
        1    0.000    0.000    0.000    0.000 _compat.py:34(_NonClosingTextIOWrapper)
        1    0.000    0.000    0.000    0.000 parser.py:51(Option)
        1    0.000    0.000    0.000    0.000 ansi.py:49(AnsiFore)
        5    0.000    0.000    0.000    0.000 __init__.py:440(__init__)
        1    0.000    0.000    0.000    0.000 selectors.py:60(_SelectorMapping)
        1    0.000    0.000    0.000    0.000 calendar.py:156(__init__)
        1    0.000    0.000    0.000    0.000 windows.py:169(_pick_get_win_folder)
        2    0.000    0.000    0.000    0.000 sysconfig.py:299(get_preferred_scheme)
        1    0.000    0.000    0.000    0.000 _tokenizer.py:9(Token)
        1    0.000    0.000    0.000    0.000 readers.py:31(ZipReader)
        1    0.000    0.000    0.000    0.000 _collections.py:5(FreezableDefaultDict)
        1    0.000    0.000    0.000    0.000 _machar.py:17(MachAr)
        1    0.000    0.000    0.000    0.000 getlimits.py:613(iinfo)
        1    0.000    0.000    0.000    0.000 _internal.py:204(dummy_ctype)
        1    0.000    0.000    0.000    0.000 index_tricks.py:563(__init__)
        4    0.000    0.000    0.000    0.000 core.py:6509(__has_singleton)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:204(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 core.py:8197(_convert2ma)
        2    0.000    0.000    0.000    0.000 representer.py:146(add_multi_representer)
        1    0.000    0.000    0.000    0.000 scalarbool.py:24(ScalarBoolean)
        1    0.000    0.000    0.000    0.000 tokens.py:91(split_comment)
        1    0.000    0.000    0.000    0.000 comments.py:1066(CommentedSet)
        1    0.000    0.000    0.000    0.000 {built-in method time.time}
        1    0.000    0.000    0.000    0.000 {built-in method fromkeys}
        1    0.000    0.000    0.000    0.000 {method 'difference_update' of 'set' objects}
