         88290065 function calls (88037980 primitive calls) in 34.109 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 {built-in method _imp.get_frozen_object}
        6    0.000    0.000    0.000    0.000 {built-in method sys.audit}
        1    0.000    0.000    0.000    0.000 inspect.py:310(ismethoddescriptor)
        3    0.000    0.000    0.000    0.000 dataclasses.py:437(_field_assign)
        1    0.000    0.000    0.000    0.000 pathlib.py:49(_Flavour)
        1    0.000    0.000    0.000    0.000 _compression.py:9(BaseStream)
        2    0.000    0.000    0.000    0.000 parse_conf.py:141(__init__)
        1    0.000    0.000    0.000    0.000 error.py:11(StreamMark)
        1    0.000    0.000    0.000    0.000 tokens.py:80(CommentToken)
        1    0.000    0.000    0.000    0.000 comments.py:47(LineCol)
        1    0.000    0.000    0.000    0.000 comments.py:215(CommentedKeySeq)
        1    0.000    0.000    0.000    0.000 anchor.py:3(Anchor)
        1    0.000    0.000    0.000    0.000 representer.py:204(Representer)
        1    0.000    0.000    0.000    0.000 encoder.py:52(TomlEncoder)
        1    0.000    0.000    0.000    0.000 tz.py:2(TomlTz)
        1    0.000    0.000    0.000    0.000 nodes.py:537(Name)
        1    0.000    0.000    0.000    0.000 nodes.py:1188(ScopedEvalContextModifier)
        1    0.000    0.000    0.000    0.000 utils.py:720(Joiner)
        1    0.000    0.000    0.000    0.000 threading.py:410(Semaphore)
        1    0.000    0.000    0.000    0.000 __init__.py:1323(disable)
        1    0.000    0.000    0.000    0.000 __init__.py:2213(NullHandler)
        2    0.000    0.000    0.000    0.000 __init__.py:101(CFunctionType)
        1    0.000    0.000    0.000    0.000 exceptions.py:34(MissingParameter)
        1    0.000    0.000    0.000    0.000 ansi.py:71(AnsiBack)
        3    0.000    0.000    0.000    0.000 decorators.py:65(option)
        1    0.000    0.000    0.000    0.000 types.py:26(CompositeParamType)
        1    0.000    0.000    0.000    0.000 __init__.py:963(subscribe)
        1    0.000    0.000    0.000    0.000 validator.py:417(ValidatorList)
        1    0.000    0.000    0.000    0.000 __init__.py:1721(ZipManifests)
        1    0.000    0.000    0.000    0.000 pkgutil.py:194(ImpImporter)
        1    0.000    0.000    0.000    0.000 plistlib.py:274(_DumbXMLWriter)
        1    0.000    0.000    0.000    0.000 calendar.py:573(LocaleTextCalendar)
        1    0.000    0.000    0.000    0.000 more.py:2377(islice_extended)
        1    0.000    0.000    0.000    0.000 _musllinux.py:16(_MuslVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:594(_discover_resolvers)
        1    0.000    0.000    0.000    0.000 readers.py:15(FileReader)
        1    0.000    0.000    0.000    0.000 _yaml_api.py:10(CustomYaml)
        1    0.000    0.000    0.000    0.000 __init__.py:34(Unpacker)
        1    0.000    0.000    0.000    0.000 __init__.py:46(PackageNotFoundError)
        1    0.000    0.000    0.000    0.000 abc.py:112(PathEntryFinder)
        1    0.000    0.000    0.000    0.000 abc.py:230(ExecutionLoader)
        1    0.000    0.000    0.000    0.000 records.py:87(format_parser)
        1    0.000    0.000    0.000    0.000 _datasource.py:99(__init__)
        1    0.000    0.000    0.000    0.000 _iotools.py:133(LineSplitter)
        1    0.000    0.000    0.000    0.000 _datasource.py:74(_FileOpeners)
        2    0.000    0.000    0.000    0.000 compat.py:191(__init__)
        1    0.000    0.000    0.000    0.000 anchor.py:8(Anchor)
        1    0.000    0.000    0.000    0.000 scanner.py:1784(RoundTripScanner)
        1    0.000    0.000    0.000    0.000 <frozen os>:1092(__init__)
        1    0.000    0.000    0.000    0.000 <frozen abc>:146(update_abstractmethods)
        2    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        3    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
        8    0.000    0.000    0.000    0.000 {method '__init_subclass__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_128}
        4    0.000    0.000    0.000    0.000 dataclasses.py:396(<genexpr>)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1043(<listcomp>)
        3    0.000    0.000    0.000    0.000 inspect.py:2740(default)
        1    0.000    0.000    0.000    0.000 pathlib.py:422(_PathParents)
        1    0.000    0.000    0.000    0.000 parse.py:181(_NetlocResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:794(_Quoter)
        1    0.000    0.000    0.000    0.000 _adapters.py:7(SpecLoaderAdapter)
        1    0.000    0.000    0.000    0.000 __future__.py:81(_Feature)
        1    0.000    0.000    0.000    0.000 csv.py:165(Sniffer)
        1    0.000    0.000    0.000    0.000 events.py:9(Event)
        1    0.000    0.000    0.000    0.000 comments.py:39(Format)
        1    0.000    0.000    0.000    0.000 comments.py:249(CommentedMapItemsView)
        1    0.000    0.000    0.000    0.000 dumper.py:9(BaseDumper)
        1    0.000    0.000    0.000    0.000 dumper.py:11(SafeDumper)
        1    0.000    0.000    0.000    0.000 pickle.py:263(_Unframer)
        1    0.000    0.000    0.000    0.000 nodes.py:937(Operand)
        1    0.000    0.000    0.000    0.000 threading.py:279(_is_owned)
        1    0.000    0.000    0.000    0.000 lexer.py:450(OptionalLStrip)
        1    0.000    0.000    0.000    0.000 __init__.py:428(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:711(BufferingFormatter)
        1    0.000    0.000    0.000    0.000 ansi.py:36(AnsiCursor)
        1    0.000    0.000    0.000    0.000 types.py:167(Path)
        4    0.000    0.000    0.000    0.000 __init__.py:2022(register_finder)
        1    0.000    0.000    0.000    0.000 __init__.py:2116(NoDists)
        1    0.000    0.000    0.000    0.000 zipfile.py:618(LZMACompressor)
        1    0.000    0.000    0.000    0.000 calendar.py:594(LocaleHTMLCalendar)
        2    0.000    0.000    0.000    0.000 calendar.py:76(__init__)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:512(AddressList)
        1    0.000    0.000    0.000    0.000 _manylinux.py:67(_GLibCVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:736(Context)
        1    0.000    0.000    0.000    0.000 _ext_type.py:4(ExtType)
        1    0.000    0.000    0.000    0.000 py3k.py:84(contextlib_nullcontext)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1304(DatetimeFormat)
        1    0.000    0.000    0.000    0.000 _pytesttester.py:46(PytestTester)
        2    0.000    0.000    0.000    0.000 index_tricks.py:145(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:126(_Deprecate)
        1    0.000    0.000    0.000    0.000 core.py:977(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:194(<listcomp>)
        1    0.000    0.000    0.000    0.000 core.py:2589(MaskedIterator)
        1    0.000    0.000    0.000    0.000 extras.py:214(_fromnxfunction)
        1    0.000    0.000    0.000    0.000 util.py:19(LazyEval)
        1    0.000    0.000    0.000    0.000 events.py:14(Event)
        1    0.000    0.000    0.000    0.000 composer.py:33(__init__)
        1    0.000    0.000    0.000    0.000 comments.py:99(Format)
        3    0.000    0.000    0.000    0.000 {method '__exit__' of 'nt.ScandirIterator' objects}
        5    0.000    0.000    0.000    0.000 {method 'keys' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_256}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_384}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha3_512}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_shake_256}
        4    0.000    0.000    0.000    0.000 dataclasses.py:1101(<genexpr>)
        1    0.000    0.000    0.000    0.000 parse.py:127(_ResultMixinStr)
        1    0.000    0.000    0.000    0.000 parse.py:211(_NetlocResultMixinBytes)
        2    0.000    0.000    0.000    0.000 _adapters.py:143(__init__)
        1    0.000    0.000    0.000    0.000 parse_conf.py:35(DynaconfParseError)
        1    0.000    0.000    0.000    0.000 decoder.py:20(JSONDecodeError)
        1    0.000    0.000    0.000    0.000 parse_conf.py:81(Merge)
        1    0.000    0.000    0.000    0.000 parse_conf.py:140(BaseFormatter)
        2    0.000    0.000    0.000    0.000 box.py:52(_get_box_config)
        1    0.000    0.000    0.000    0.000 error.py:22(StringMark)
        1    0.000    0.000    0.000    0.000 error.py:45(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 compat.py:65(Nprint)
        1    0.000    0.000    0.000    0.000 scalarstring.py:26(LiteralScalarString)
        1    0.000    0.000    0.000    0.000 _parser.py:105(Output)
        1    0.000    0.000    0.000    0.000 _writer.py:22(Context)
        1    0.000    0.000    0.000    0.000 decoder.py:39(TomlDecodeError)
        1    0.000    0.000    0.000    0.000 nodes.py:405(Include)
        1    0.000    0.000    0.000    0.000 nodes.py:414(Import)
        1    0.000    0.000    0.000    0.000 nodes.py:448(Assign)
        1    0.000    0.000    0.000    0.000 nodes.py:310(Extends)
        1    0.000    0.000    0.000    0.000 threading.py:267(__exit__)
        1    0.000    0.000    0.000    0.000 threading.py:498(BoundedSemaphore)
        1    0.000    0.000    0.000    0.000 threading.py:1370(Timer)
        1    0.000    0.000    0.000    0.000 __init__.py:1152(FileHandler)
        1    0.000    0.000    0.000    0.000 __init__.py:1237(_StderrHandler)
        1    0.000    0.000    0.000    0.000 json_loader.py:76(DynaconfEncoder)
        1    0.000    0.000    0.000    0.000 validator.py:25(ValidationError)
        1    0.000    0.000    0.000    0.000 zipfile.py:689(_check_compression)
        1    0.000    0.000    0.000    0.000 exceptions.py:17(UsageError)
        1    0.000    0.000    0.000    0.000 exceptions.py:27(BadParameter)
        1    0.000    0.000    0.000    0.000 exceptions.py:52(NoSuchOption)
        1    0.000    0.000    0.000    0.000 _endian.py:23(_swapped_meta)
        1    0.000    0.000    0.000    0.000 wintypes.py:97(RECT)
        1    0.000    0.000    0.000    0.000 winterm.py:12(WinColor)
        1    0.000    0.000    0.000    0.000 types.py:59(Choice)
        1    0.000    0.000    0.000    0.000 types.py:71(DateTime)
        1    0.000    0.000    0.000    0.000 types.py:92(IntRange)
        1    0.000    0.000    0.000    0.000 __init__.py:1188(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:1701(EmptyProvider)
        1    0.000    0.000    0.000    0.000 zipfile.py:742(_SharedFile)
        1    0.000    0.000    0.000    0.000 _policybase.py:41(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:54(exec_module)
        1    0.000    0.000    0.000    0.000 errors.py:93(NonPrintableDefect)
        1    0.000    0.000    0.000    0.000 __init__.py:407(SeparatedValues)
        1    0.000    0.000    0.000    0.000 more.py:909(bucket)
        1    0.000    0.000    0.000    0.000 utils.py:15(InvalidWheelFilename)
        1    0.000    0.000    0.000    0.000 readers.py:107(NamespaceReader)
        1    0.000    0.000    0.000    0.000 __init__.py:826(Lookup)
        1    0.000    0.000    0.000    0.000 abc.py:276(SourceLoader)
        1    0.000    0.000    0.000    0.000 _globals.py:60(_NoValueType)
        1    0.000    0.000    0.000    0.000 index_tricks.py:619(ndindex)
        1    0.000    0.000    0.000    0.000 stride_tricks.py:15(DummyArray)
        1    0.000    0.000    0.000    0.000 core.py:6809(_frommethod)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1158(_DefaultMixin)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1857(TypeVarTuple)
        1    0.000    0.000    0.000    0.000 main.py:1516(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 error.py:63(StringMark)
        2    0.000    0.000    0.000    0.000 main.py:652(<listcomp>)
        1    0.000    0.000    0.000    0.000 emitter.py:56(Indents)
        1    0.000    0.000    0.000    0.000 comments.py:169(Tag)
        1    0.000    0.000    0.000    0.000 tokens.py:112(DirectiveToken)
        1    0.000    0.000    0.000    0.000 reader.py:37(ReaderError)
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {built-in method numpy._set_promotion_state}
        1    0.000    0.000    0.000    0.000 dataclasses.py:1052(<listcomp>)
        1    0.000    0.000    0.000    0.000 copyreg.py:22(constructor)
        1    0.000    0.000    0.000    0.000 inspect.py:505(isbuiltin)
        1    0.000    0.000    0.000    0.000 zipfile.py:1872(close)
        1    0.000    0.000    0.000    0.000 pathlib.py:347(_WildcardSelector)
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        1    0.000    0.000    0.000    0.000 parse.py:314(DefragResult)
        1    0.000    0.000    0.000    0.000 shutil.py:64(SameFileError)
        1    0.000    0.000    0.000    0.000 shutil.py:74(ReadError)
        1    0.000    0.000    0.000    0.000 csv.py:54(excel)
        1    0.000    0.000    0.000    0.000 csv.py:69(unix_dialect)
        1    0.000    0.000    0.000    0.000 functional.py:7(Empty)
        1    0.000    0.000    0.000    0.000 main.py:448(YAMLObjectMetaclass)
        1    0.000    0.000    0.000    0.000 traceback.py:615(_ExceptionPrintContext)
        1    0.000    0.000    0.000    0.000 tokens.py:53(StreamStartToken)
        1    0.000    0.000    0.000    0.000 events.py:19(NodeEvent)
        1    0.000    0.000    0.000    0.000 nodes.py:23(ScalarNode)
        1    0.000    0.000    0.000    0.000 reader.py:11(ReaderError)
        1    0.000    0.000    0.000    0.000 traceback.py:90(_Sentinel)
        1    0.000    0.000    0.000    0.000 events.py:30(DocumentStartEvent)
        1    0.000    0.000    0.000    0.000 comments.py:260(CommentedMapValuesView)
        1    0.000    0.000    0.000    0.000 scalarstring.py:30(FoldedScalarString)
        1    0.000    0.000    0.000    0.000 dumper.py:13(Dumper)
        1    0.000    0.000    0.000    0.000 scalarint.py:28(BinaryInt)
        1    0.000    0.000    0.000    0.000 timestamp.py:4(TimeStamp)
        1    0.000    0.000    0.000    0.000 numbers.py:12(Number)
        1    0.000    0.000    0.000    0.000 encoder.py:102(TomlArraySeparatorEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:119(TomlNumpyEncoder)
        1    0.000    0.000    0.000    0.000 nodes.py:52(NodeType)
        1    0.000    0.000    0.000    0.000 nodes.py:280(Stmt)
        1    0.000    0.000    0.000    0.000 nodes.py:1039(ExtensionAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:1063(InternalName)
        1    0.000    0.000    0.000    0.000 nodes.py:1030(EnvironmentAttribute)
        1    0.000    0.000    0.000    0.000 nodes.py:1052(ImportedName)
        1    0.000    0.000    0.000    0.000 threading.py:1421(_DummyThread)
        1    0.000    0.000    0.000    0.000 __init__.py:399(PyDLL)
        1    0.000    0.000    0.000    0.000 wintypes.py:133(MSG)
        4    0.000    0.000    0.000    0.000 __init__.py:2199(register_namespace_handler)
        1    0.000    0.000    0.000    0.000 zipfile.py:2271(FastLookup)
        1    0.000    0.000    0.000    0.000 parser.py:71(HeaderParser)
        1    0.000    0.000    0.000    0.000 errors.py:33(MessageDefect)
        1    0.000    0.000    0.000    0.000 calendar.py:26(IllegalMonthError)
        1    0.000    0.000    0.000    0.000 version.py:55(InvalidVersion)
        1    0.000    0.000    0.000    0.000 __init__.py:229(Splitter)
        1    0.000    0.000    0.000    0.000 more.py:3181(time_limited)
        1    0.000    0.000    0.000    0.000 recipes.py:304(UnequalIterablesError)
        1    0.000    0.000    0.000    0.000 more.py:2627(SequenceView)
        1    0.000    0.000    0.000    0.000 queue.py:242(LifoQueue)
        1    0.000    0.000    0.000    0.000 message.py:1195(EmailMessage)
        1    0.000    0.000    0.000    0.000 abc.py:75(MetaPathFinder)
        1    0.000    0.000    0.000    0.000 numeric.py:61(ComplexWarning)
        2    0.000    0.000    0.000    0.000 arrayprint.py:493(_recursive_guard)
        1    0.000    0.000    0.000    0.000 _exceptions.py:54(_UFuncNoLoopError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:132(AxisError)
        1    0.000    0.000    0.000    0.000 index_tricks.py:212(MGridClass)
        1    0.000    0.000    0.000    0.000 _internal.py:243(c_void_p)
        1    0.000    0.000    0.000    0.000 core.py:797(_DomainCheckInterval)
        2    0.000    0.000    0.000    0.000 core.py:3417(shape)
        3    0.000    0.000    0.000    0.000 core.py:867(__init__)
        2    0.000    0.000    0.000    0.000 core.py:883(__init__)
        1    0.000    0.000    0.000    0.000 extras.py:1549(mr_class)
        1    0.000    0.000    0.000    0.000 typing_extensions.py:1262(ParamSpec)
        1    0.000    0.000    0.000    0.000 compat.py:190(Nprint)
        1    0.000    0.000    0.000    0.000 error.py:132(MarkedYAMLError)
        1    0.000    0.000    0.000    0.000 nodes.py:68(ScalarNode)
        1    0.000    0.000    0.000    0.000 scalarstring.py:60(LiteralScalarString)
        1    0.000    0.000    0.000    0.000 timestamp.py:15(TimeStamp)
        1    0.000    0.000    0.000    0.000 comments.py:1120(TaggedScalar)
        1    0.000    0.000    0.000    0.000 tokens.py:207(AliasToken)
        1    0.000    0.000    0.000    0.000 dumper.py:22(BaseDumper)
        1    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        2    0.000    0.000    0.000    0.000 {method 'copy' of 'list' objects}
        4    0.000    0.000    0.000    0.000 {method 'isascii' of 'str' objects}
        1    0.000    0.000    0.000    0.000 functools.py:972(__set_name__)
        3    0.000    0.000    0.000    0.000 contextlib.py:345(__enter__)
        1    0.000    0.000    0.000    0.000 dataclasses.py:397(<genexpr>)
        2    0.000    0.000    0.000    0.000 inspect.py:3031(parameters)
        1    0.000    0.000    0.000    0.000 dataclasses.py:1046(<listcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:300(_Selector)
        1    0.000    0.000    0.000    0.000 pathlib.py:834(PurePosixPath)
        1    0.000    0.000    0.000    0.000 pathlib.py:844(PureWindowsPath)
        1    0.000    0.000    0.000    0.000 parse.py:135(_ResultMixinBytes)
        1    0.000    0.000    0.000    0.000 _adapters.py:20(TraversableResourcesLoader)
        1    0.000    0.000    0.000    0.000 error.py:76(MarkedYAMLFutureWarning)
        1    0.000    0.000    0.000    0.000 tokens.py:74(TagToken)
        1    0.000    0.000    0.000    0.000 tokens.py:68(AliasToken)
        1    0.000    0.000    0.000    0.000 tokens.py:48(DirectiveToken)
        1    0.000    0.000    0.000    0.000 events.py:26(StreamStartEvent)
        1    0.000    0.000    0.000    0.000 tokens.py:77(ScalarToken)
        1    0.000    0.000    0.000    0.000 nodes.py:26(CollectionNode)
        1    0.000    0.000    0.000    0.000 events.py:33(DocumentEndEvent)
        1    0.000    0.000    0.000    0.000 loader.py:11(BaseLoader)
        1    0.000    0.000    0.000    0.000 loader.py:15(Loader)
        1    0.000    0.000    0.000    0.000 events.py:37(ScalarEvent)
        1    0.000    0.000    0.000    0.000 comments.py:64(Tag)
        1    0.000    0.000    0.000    0.000 comments.py:238(CommentedMapView)
        1    0.000    0.000    0.000    0.000 scalarstring.py:33(SingleQuotedScalarString)
        1    0.000    0.000    0.000    0.000 comments.py:450(CommentedOrderedMap)
        1    0.000    0.000    0.000    0.000 comments.py:469(TaggedScalar)
        1    0.000    0.000    0.000    0.000 representer.py:37(RepresenterError)
        1    0.000    0.000    0.000    0.000 dumper.py:15(RoundTripDumper)
        1    0.000    0.000    0.000    0.000 scalarfloat.py:30(ExponentialFloat)
        1    0.000    0.000    0.000    0.000 _parser.py:28(TOMLDecodeError)
        1    0.000    0.000    0.000    0.000 nodes.py:48(Impossible)
        1    0.000    0.000    0.000    0.000 encoder.py:100(TomlPreserveInlineDictEncoder)
        1    0.000    0.000    0.000    0.000 encoder.py:124(TomlPathlibEncoder)
        1    0.000    0.000    0.000    0.000 nodes.py:441(ExprStmt)
        1    0.000    0.000    0.000    0.000 threading.py:1400(_MainThread)
        1    0.000    0.000    0.000    0.000 threading.py:1001(_set_ident)
        1    0.000    0.000    0.000    0.000 runtime.py:988(DebugUndefined)
        1    0.000    0.000    0.000    0.000 __init__.py:790(Filterer)
        1    0.000    0.000    0.000    0.000 __init__.py:1261(PlaceHolder)
        1    0.000    0.000    0.000    0.000 subprocess.py:123(SubprocessError)
        1    0.000    0.000    0.000    0.000 exceptions.py:67(FileError)
        1    0.000    0.000    0.000    0.000 _winconsole.py:47(_WindowsConsoleRawIOBase)
        1    0.000    0.000    0.000    0.000 _winconsole.py:50(_WindowsConsoleReader)
        1    0.000    0.000    0.000    0.000 wintypes.py:120(SIZE)
        1    0.000    0.000    0.000    0.000 wintypes.py:104(_SMALL_RECT)
        1    0.000    0.000    0.000    0.000 wintypes.py:20(VARIANT_BOOL)
        1    0.000    0.000    0.000    0.000 ansi.py:93(AnsiStyle)
        1    0.000    0.000    0.000    0.000 utils.py:112(PacifyFlushWrapper)
        1    0.000    0.000    0.000    0.000 parser.py:73(Argument)
        1    0.000    0.000    0.000    0.000 types.py:61(__init__)
        1    0.000    0.000    0.000    0.000 validator.py:348(OrValidator)
        1    0.000    0.000    0.000    0.000 validator.py:383(AndValidator)
        1    0.000    0.000    0.000    0.000 validator.py:318(CombinedValidator)
        1    0.000    0.000    0.000    0.000 __init__.py:278(ResolutionError)
        1    0.000    0.000    0.000    0.000 __init__.py:1167(ExtractionError)
        1    0.000    0.000    0.000    0.000 __init__.py:2989(EggInfoDistribution)
        1    0.000    0.000    0.000    0.000 plistlib.py:439(InvalidFileException)
        1    0.000    0.000    0.000    0.000 __init__.py:999(_ReqExtras)
        1    0.000    0.000    0.000    0.000 calendar.py:33(IllegalWeekdayError)
        1    0.000    0.000    0.000    0.000 errors.py:8(MessageError)
        1    0.000    0.000    0.000    0.000 calendar.py:162(setfirstweekday)
        1    0.000    0.000    0.000    0.000 queue.py:23(Full)
        1    0.000    0.000    0.000    0.000 functools.py:190(_special_method_cache)
        1    0.000    0.000    0.000    0.000 more.py:3267(_IChunk)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(InvalidSpecifier)
        1    0.000    0.000    0.000    0.000 requirements.py:14(InvalidRequirement)
        1    0.000    0.000    0.000    0.000 markers.py:27(InvalidMarker)
        1    0.000    0.000    0.000    0.000 __init__.py:252(RegistryError)
        1    0.000    0.000    0.000    0.000 __init__.py:870(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:523(FileHash)
        1    0.000    0.000    0.000    0.000 exceptions.py:1(UnpackException)
        1    0.000    0.000    0.000    0.000 exceptions.py:30(ExtraData)
        1    0.000    0.000    0.000    0.000 _globals.py:33(ModuleDeprecationWarning)
        1    0.000    0.000    0.000    0.000 numerictypes.py:424(_typedict)
        1    0.000    0.000    0.000    0.000 _exceptions.py:32(UFuncTypeError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:81(_UFuncInputCastingError)
        1    0.000    0.000    0.000    0.000 _exceptions.py:99(_UFuncOutputCastingError)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1245(ComplexFloatingFormat)
        1    0.000    0.000    0.000    0.000 index_tricks.py:264(OGridClass)
        2    0.000    0.000    0.000    0.000 index_tricks.py:762(__init__)
        1    0.000    0.000    0.000    0.000 linalg.py:44(LinAlgError)
        1    0.000    0.000    0.000    0.000 polyutils.py:47(RankWarning)
        1    0.000    0.000    0.000    0.000 core.py:893(_MaskedUFunc)
        1    0.000    0.000    0.000    0.000 core.py:1125(_DomainedBinaryOperation)
        1    0.000    0.000    0.000    0.000 core.py:84(MaskedArrayFutureWarning)
        1    0.000    0.000    0.000    0.000 core.py:830(__init__)
        1    0.000    0.000    0.000    0.000 cloudpickle.py:676(instance)
        1    0.000    0.000    0.000    0.000 error.py:279(MarkedYAMLFutureWarning)
        1    0.000    0.000    0.000    0.000 comments.py:563(CommentedMapView)
        1    0.000    0.000    0.000    0.000 comments.py:619(CommentedMapValuesView)
        1    0.000    0.000    0.000    0.000 scanner.py:49(ScannerError)
        1    0.000    0.000    0.000    0.000 constructor.py:45(ConstructorError)
        3    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
        1    0.000    0.000    0.000    0.000 {method 'decode' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 {method 'disable' of '_lsprof.Profiler' objects}
        1    0.000    0.000    0.000    0.000 pathlib.py:378(_RecursiveWildcardSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:325(_TerminatingSelector)
        1    0.000    0.000    0.000    0.000 pathlib.py:1391(PosixPath)
        1    0.000    0.000    0.000    0.000 parse.py:322(SplitResult)
        1    0.000    0.000    0.000    0.000 shutil.py:61(Error)
        1    0.000    0.000    0.000    0.000 pathlib.py:1398(WindowsPath)
        1    0.000    0.000    0.000    0.000 csv.py:64(excel_tab)
        1    0.000    0.000    0.000    0.000 exceptions.py:2(BoxError)
        1    0.000    0.000    0.000    0.000 error.py:41(CommentMark)
        1    0.000    0.000    0.000    0.000 error.py:71(MantissaNoDotYAML1_1Warning)
        1    0.000    0.000    0.000    0.000 tokens.py:71(AnchorToken)
        1    0.000    0.000    0.000    0.000 nodes.py:30(MappingNode)
        1    0.000    0.000    0.000    0.000 loader.py:13(SafeLoader)
        1    0.000    0.000    0.000    0.000 loader.py:17(RoundTripLoader)
        1    0.000    0.000    0.000    0.000 error.py:21(FileMark)
        1    0.000    0.000    0.000    0.000 tokens.py:63(FlowMappingEndToken)
        1    0.000    0.000    0.000    0.000 events.py:41(SequenceEndEvent)
        1    0.000    0.000    0.000    0.000 scanner.py:39(SimpleKey)
        1    0.000    0.000    0.000    0.000 scanner.py:38(ScannerError)
        1    0.000    0.000    0.000    0.000 parser.py:13(ParserError)
        1    0.000    0.000    0.000    0.000 composer.py:10(ComposerError)
        1    0.000    0.000    0.000    0.000 constructor.py:77(ConstructorError)
        1    0.000    0.000    0.000    0.000 scalarstring.py:36(DoubleQuotedScalarString)
        1    0.000    0.000    0.000    0.000 scalarstring.py:39(PlainScalarString)
        1    0.000    0.000    0.000    0.000 resolver.py:18(ResolverError)
        1    0.000    0.000    0.000    0.000 resolver.py:110(Resolver)
        1    0.000    0.000    0.000    0.000 emitter.py:28(EmitterError)
        1    0.000    0.000    0.000    0.000 emitter.py:29(ScalarAnalysis)
        1    0.000    0.000    0.000    0.000 serializer.py:14(SerializerError)
        1    0.000    0.000    0.000    0.000 resolver.py:33(<genexpr>)
        1    0.000    0.000    0.000    0.000 scalarint.py:30(OctalInt)
        1    0.000    0.000    0.000    0.000 scalarint.py:32(HexInt)
        1    0.000    0.000    0.000    0.000 scalarint.py:36(DecimalInt)
        1    0.000    0.000    0.000    0.000 scalarfloat.py:32(ExponentialCapsFloat)
        1    0.000    0.000    0.000    0.000 environment.py:106(load_extensions)
        1    0.000    0.000    0.000    0.000 decoder.py:303(InlineTableDict)
        1    0.000    0.000    0.000    0.000 pickle.py:73(PickleError)
        1    0.000    0.000    0.000    0.000 nodes.py:286(Helper)
        1    0.000    0.000    0.000    0.000 encoder.py:122(TomlPreserveCommentEncoder)
        1    0.000    0.000    0.000    0.000 nodes.py:569(Literal)
        1    0.000    0.000    0.000    0.000 nodes.py:945(Mul)
        1    0.000    0.000    0.000    0.000 nodes.py:957(FloorDiv)
        1    0.000    0.000    0.000    0.000 nodes.py:977(Mod)
        1    0.000    0.000    0.000    0.000 nodes.py:1009(Not)
        1    0.000    0.000    0.000    0.000 nodes.py:1114(ContextReference)
        1    0.000    0.000    0.000    0.000 threading.py:832(<listcomp>)
        1    0.000    0.000    0.000    0.000 threading.py:1199(daemon)
        1    0.000    0.000    0.000    0.000 compiler.py:248(VisitorExit)
        1    0.000    0.000    0.000    0.000 compiler.py:293(CompilerExit)
        1    0.000    0.000    0.000    0.000 exceptions.py:139(TemplateAssertionError)
        1    0.000    0.000    0.000    0.000 loaders.py:584(_TemplateModule)
        1    0.000    0.000    0.000    0.000 parser.py:33(Error)
        1    0.000    0.000    0.000    0.000 exceptions.py:74(Exit)
        1    0.000    0.000    0.000    0.000 __init__.py:430(OleDLL)
