+-----------------+---------+--------------+---------+----------+--------+----------+----------+
| variable        |   count |   null_count |    mean |      std |    min |      max |   median |
| soctype2        |   68846 |        66058 |       4 |        1 |      1 |        5 |        4 |
| famrnk          |   68846 |        67711 |       4 |        1 |      1 |        7 |        4 |
| unsklrnk        |   68846 |        67715 |       6 |        1 |      1 |        7 |        6 |
| execrnk         |   68846 |        67729 |       2 |        1 |      1 |        7 |        1 |
| pasup           |   68846 |        67647 |       2 |        1 |      1 |        5 |        2 |
| books16         |   68846 |        67647 |       5 |        2 |      1 |        9 |        5 |
| mawrkwrm        |   68846 |        63596 |       2 |        1 |      1 |        5 |        2 |
| kidsuffr        |   68846 |        63621 |       3 |        1 |      1 |        5 |        3 |
| famsuffr        |   68846 |        61088 |       3 |        1 |      1 |        5 |        3 |
| hapifwrk        |   68846 |        67506 |       3 |        1 |      1 |        5 |        3 |
| homekid         |   68846 |        63736 |       3 |        1 |      1 |        5 |        3 |
| housewrk        |   68846 |        63778 |       3 |        1 |      1 |        5 |        2 |
| fejobind        |   68846 |        64931 |       3 |        1 |      1 |        5 |        3 |
| twoincs         |   68846 |        64656 |       2 |        1 |      1 |        5 |        2 |
| hubbywrk        |   68846 |        62402 |       3 |        1 |      1 |        5 |        4 |
| ilikejob        |   68846 |        67487 |       3 |        1 |      1 |        5 |        2 |
| wrknokid        |   68846 |        65380 |       1 |        0 |      1 |        3 |        1 |
| wrkbaby         |   68846 |        64330 |       2 |        1 |      1 |        3 |        2 |
| wrksch          |   68846 |        64301 |       2 |        1 |      1 |        3 |        2 |
| wrkgrown        |   68846 |        65475 |       1 |        1 |      1 |        3 |        1 |
| daycare1        |   68846 |        67588 |       2 |        1 |      1 |        4 |        2 |
| daycare2        |   68846 |        67576 |       2 |        1 |      1 |        4 |        2 |
| daycare3        |   68846 |        67566 |       2 |        1 |      1 |        4 |        2 |
| daycare4        |   68846 |        67568 |       2 |        1 |      1 |        4 |        2 |
| daycare5        |   68846 |        67531 |       2 |        1 |      1 |        4 |        1 |
| femarry         |   68846 |        67654 |       3 |        1 |      1 |        4 |        4 |
| memarry         |   68846 |        67658 |       3 |        1 |      1 |        4 |        4 |
| marhappy        |   68846 |        63770 |       3 |        1 |      1 |        5 |        3 |
| marfree         |   68846 |        66075 |       4 |        1 |      1 |        5 |        4 |
| marfin          |   68846 |        66076 |       4 |        1 |      1 |        5 |        4 |
| markids         |   68846 |        66085 |       4 |        1 |      1 |        5 |        4 |
| marnomar        |   68846 |        64915 |       4 |        1 |      1 |        5 |        5 |
| marlegit        |   68846 |        63634 |       2 |        1 |      1 |        5 |        2 |
| marmakid        |   68846 |        67471 |       3 |        1 |      1 |        5 |        3 |
| marpakid        |   68846 |        67476 |       3 |        1 |      1 |        5 |        4 |
| mardiv          |   68846 |        67481 |       2 |        1 |      1 |        5 |        2 |
| marhomo         |   68846 |        63697 |       3 |        2 |      1 |        5 |        3 |
| marhomo1        |   68846 |        57873 |       3 |        2 |      1 |        5 |        2 |
| numkids         |   68846 |        65016 |       3 |        1 |      0 |        7 |        2 |
| nokids          |   68846 |        67625 |       3 |        1 |      1 |        5 |        3 |
| onekid          |   68846 |        67588 |       3 |        1 |      1 |        5 |        2 |
| twokids         |   68846 |        67548 |       2 |        1 |      1 |        5 |        2 |
| threkids        |   68846 |        67565 |       2 |        1 |      1 |        5 |        2 |
| fourkids        |   68846 |        67587 |       3 |        1 |      1 |        5 |        3 |
| kidtrble        |   68846 |        67469 |       4 |        1 |      1 |        5 |        4 |
| kidjoy          |   68846 |        63660 |       2 |        1 |      1 |        5 |        2 |
| kidnofre        |   68846 |        64845 |       4 |        1 |      1 |        5 |        4 |
| kidless         |   68846 |        67492 |       3 |        1 |      1 |        5 |        3 |
| kidfin          |   68846 |        67470 |       4 |        1 |      1 |        5 |        4 |
| kidempty        |   68846 |        65009 |       3 |        1 |      1 |        5 |        4 |
| divnow          |   68846 |        67507 |       2 |        1 |      1 |        5 |        2 |
| divnokid        |   68846 |        67541 |       3 |        1 |      1 |        5 |        3 |
| divifkid        |   68846 |        67535 |       4 |        1 |      1 |        5 |        4 |
| divkids         |   68846 |        67773 |       2 |        1 |      1 |        4 |        2 |
| divwife         |   68846 |        67788 |       2 |        1 |      1 |        4 |        2 |
| divhubby        |   68846 |        67785 |       2 |        1 |      1 |        4 |        2 |
| mawork14        |   68846 |        63665 |       1 |        1 |      1 |        3 |        1 |
| evdiv           |   68846 |        66030 |       2 |        1 |      1 |        3 |        2 |
| spevdiv         |   68846 |        66464 |       2 |        1 |      1 |        3 |        2 |
| cohabit         |   68846 |        67373 |       2 |        0 |      1 |        2 |        2 |
| rwrknokd        |   68846 |        66774 |       1 |        1 |      1 |        3 |        1 |
| rwrkbaby        |   68846 |        66757 |       2 |        1 |      1 |        3 |        1 |
| rwrksch         |   68846 |        67022 |       2 |        1 |      1 |        3 |        1 |
| rwrkgrwn        |   68846 |        67594 |       1 |        1 |      1 |        3 |        1 |
| earnsmor        |   68846 |        68088 |       2 |        1 |      1 |        5 |        1 |
| fewrksup        |   68846 |        67423 |       2 |        1 |      1 |        5 |        2 |
| hubbywk1        |   68846 |        64998 |       4 |        1 |      1 |        5 |        4 |
| mrmom           |   68846 |        67441 |       3 |        1 |      1 |        5 |        4 |
| meovrwrk        |   68846 |        48588 |       3 |        1 |      1 |        5 |        2 |
| singlpar        |   68846 |        65003 |       3 |        1 |      1 |        5 |        3 |
| cohabok         |   68846 |        63788 |       3 |        1 |      1 |        5 |        3 |
| cohabfst        |   68846 |        65068 |       3 |        1 |      1 |        5 |        3 |
| divbest         |   68846 |        65040 |       3 |        1 |      1 |        5 |        3 |
| divifkd1        |   68846 |        67496 |       4 |        1 |      1 |        5 |        4 |
| divnokd1        |   68846 |        67486 |       4 |        1 |      1 |        5 |        4 |
| livnowed        |   68846 |        67536 |       3 |        1 |      1 |        4 |        4 |
| mapaid          |   68846 |        66350 |       2 |        1 |      1 |        5 |        2 |
| chldcare        |   68846 |        66373 |       3 |        1 |      1 |        5 |        2 |
| abchoose        |   68846 |        67514 |       3 |        1 |      1 |        5 |        3 |
| teensex1        |   68846 |        67536 |       1 |        1 |      1 |        4 |        1 |
| sexhar          |   68846 |        66086 |       2 |        0 |      1 |        3 |        2 |
| fambudgt        |   68846 |        65609 |       4 |        2 |      1 |        6 |        3 |
| laundry         |   68846 |        67433 |       4 |        3 |      1 |        7 |        3 |
| repairs         |   68846 |        67433 |       5 |        2 |      1 |        7 |        5 |
| caresick        |   68846 |        67452 |       4 |        2 |      1 |        7 |        3 |
| shopfood        |   68846 |        67430 |       4 |        2 |      1 |        7 |        3 |
| dinner          |   68846 |        67431 |       4 |        2 |      1 |        7 |        3 |
| spwknokd        |   68846 |        67158 |       1 |        1 |      1 |        3 |        1 |
| spwkbaby        |   68846 |        67177 |       1 |        1 |      1 |        3 |        1 |
| spwrksch        |   68846 |        67369 |       1 |        1 |      1 |        3 |        1 |
| spwkgrwn        |   68846 |        67835 |       1 |        1 |      1 |        3 |        1 |
| mehhwork        |   68846 |        67698 |       2 |        1 |      1 |        5 |        2 |
| mekdcare        |   68846 |        67693 |       2 |        1 |      1 |        5 |        2 |
| laundry1        |   68846 |        67470 |       3 |        1 |      1 |        6 |        3 |
| repairs1        |   68846 |        67471 |       3 |        1 |      1 |        6 |        3 |
| caresik1        |   68846 |        67580 |       3 |        1 |      1 |        6 |        3 |
| shop1           |   68846 |        67465 |       3 |        1 |      1 |        6 |        3 |
| clean1          |   68846 |        68166 |       3 |        1 |      1 |        6 |        3 |
| cooking1        |   68846 |        67467 |       3 |        1 |      1 |        6 |        3 |
| rhhwork         |   68846 |        66887 |      10 |       11 |      0 |       97 |        7 |
| sphhwork        |   68846 |        67482 |      11 |       13 |      0 |       97 |        6 |
| hhwkfair        |   68846 |        67474 |       3 |        1 |      1 |        5 |        3 |
| hhwkdis         |   68846 |        68184 |       4 |        1 |      1 |        5 |        4 |
| deckids         |   68846 |        67430 |       3 |        1 |      1 |        5 |        4 |
| spborn          |   68846 |        68146 |    2274 |     1548 |   1918 |     9999 |     1966 |
| weekend         |   68846 |        68165 |       3 |        1 |      1 |        5 |        3 |
| buythngs        |   68846 |        68164 |       3 |        1 |      1 |        5 |        4 |
| timehome        |   68846 |        67694 |       2 |        1 |      1 |        5 |        2 |
| strsshme        |   68846 |        67691 |       3 |        1 |      1 |        5 |        3 |
| timework        |   68846 |        67844 |       3 |        1 |      1 |        5 |        3 |
| strsswrk        |   68846 |        67846 |       3 |        1 |      1 |        5 |        3 |
| tiredhme        |   68846 |        67689 |       3 |        2 |      1 |        6 |        3 |
| jobvsfam        |   68846 |        67691 |       4 |        2 |      1 |        6 |        4 |
| tiredwrk        |   68846 |        67685 |       4 |        1 |      1 |        6 |        4 |
| famvswrk        |   68846 |        67684 |       4 |        1 |      1 |        6 |        4 |
| happy7          |   68846 |        66402 |       2 |        1 |      1 |        7 |        2 |
| satjob7         |   68846 |        67264 |       3 |        1 |      1 |        7 |        2 |
| satfam7         |   68846 |        65268 |       2 |        1 |      1 |        7 |        2 |
| fewknokd        |   68846 |        67886 |       1 |        0 |      1 |        3 |        1 |
| twoincs1        |   68846 |        65038 |       2 |        1 |      1 |        5 |        2 |
| earnshh         |   68846 |        67491 |       4 |        2 |      1 |        7 |        4 |
| ssfchild        |   68846 |        67616 |       3 |        1 |      1 |        5 |        3 |
| ssmchild        |   68846 |        67618 |       3 |        1 |      1 |        5 |        3 |
| kidfinbu        |   68846 |        67580 |       3 |        1 |      1 |        5 |        4 |
| kidjob          |   68846 |        67588 |       3 |        1 |      1 |        5 |        3 |
| kidsocst        |   68846 |        67598 |       3 |        1 |      1 |        5 |        3 |
| eldersup        |   68846 |        67570 |       2 |        1 |      1 |        5 |        2 |
| paidlv          |   68846 |        67616 |       1 |        0 |      1 |        2 |        1 |
| paidlv1         |   68846 |        67835 |       6 |        7 |      1 |       72 |        4 |
| paidlvpy        |   68846 |        67876 |       3 |        1 |      1 |        4 |        3 |
| paidlvdv        |   68846 |        67954 |       2 |        1 |      1 |        5 |        2 |
| famwkbst        |   68846 |        67869 |       2 |        1 |      1 |        6 |        2 |
| famwklst        |   68846 |        67804 |       4 |        2 |      1 |        6 |        4 |
| careprov        |   68846 |        67743 |       2 |        1 |      1 |        5 |        1 |
| carecost        |   68846 |        67760 |       1 |        1 |      1 |        3 |        1 |
| eldhelp         |   68846 |        67690 |       2 |        1 |      1 |        4 |        1 |
| eldcost         |   68846 |        67797 |       1 |        0 |      1 |        2 |        1 |
| hhclean1        |   68846 |        68149 |       3 |        1 |      1 |        6 |        3 |
| wkndact         |   68846 |        68152 |       3 |        1 |      1 |        5 |        4 |
| tiredhm1        |   68846 |        67556 |       2 |        1 |      0 |        4 |        1 |
| jobvsfa1        |   68846 |        67556 |       2 |        2 |      0 |        4 |        2 |
| tiredwk1        |   68846 |        67555 |       2 |        2 |      0 |        4 |        3 |
| famvswk1        |   68846 |        67555 |       2 |        2 |      0 |        4 |        3 |
| wkkidscl        |   68846 |        67963 |       1 |        1 |      1 |        3 |        1 |
| wkyngscl        |   68846 |        68024 |       1 |        1 |      1 |        3 |        1 |
| wkkidscs        |   68846 |        68021 |       2 |        1 |      1 |        3 |        1 |
| wkyngscs        |   68846 |        68115 |       1 |        1 |      1 |        3 |        1 |
| rfamlook        |   68846 |        67547 |      18 |       28 |      0 |       97 |        4 |
| spfalook        |   68846 |        68147 |      20 |       28 |      0 |       97 |        8 |
| splive          |   68846 |        68282 |      21 |       15 |      0 |       68 |       17 |
| timepdwk        |   68846 |        65393 |       3 |        1 |      1 |        5 |        3 |
| timehhwk        |   68846 |        64843 |       3 |        1 |      1 |        5 |        3 |
| timefam         |   68846 |        64775 |       2 |        1 |      1 |        5 |        2 |
| timefrnd        |   68846 |        64781 |       2 |        1 |      1 |        5 |        2 |
| timeleis        |   68846 |        64779 |       2 |        1 |      1 |        5 |        2 |
| timerelx        |   68846 |        67438 |       2 |        1 |      1 |        5 |        2 |
| wrkearn         |   68846 |        63279 |       3 |        1 |      1 |        5 |        4 |
| wrkenjoy        |   68846 |        63312 |       3 |        1 |      1 |        5 |        2 |
| wrkimp          |   68846 |        66243 |       3 |        1 |      1 |        5 |        3 |
| hwduties        |   68846 |        66243 |       2 |        1 |      1 |        3 |        1 |
| yrsfirm         |   68846 |        67753 |       3 |        1 |      1 |        4 |        3 |
| dowell          |   68846 |        67724 |       2 |        1 |      1 |        4 |        1 |
| expernc         |   68846 |        67749 |       3 |        1 |      1 |        4 |        2 |
| paysame         |   68846 |        67755 |       4 |        1 |      1 |        4 |        4 |
| ageemp          |   68846 |        67760 |       4 |        0 |      2 |        4 |        4 |
| sexemp          |   68846 |        67761 |       4 |        0 |      2 |        4 |        4 |
| famresp         |   68846 |        67761 |       4 |        0 |      1 |        4 |        4 |
| educemp         |   68846 |        67756 |       3 |        1 |      1 |        4 |        4 |
| dk              |   68846 |        67393 |       2 |        0 |      1 |        2 |        2 |
| bosswrks        |   68846 |        67462 |       3 |        1 |      1 |        5 |        3 |
| strngun         |   68846 |        66023 |       3 |        1 |      1 |        5 |        3 |
| secjob          |   68846 |        63267 |       1 |        1 |      1 |        5 |        1 |
| hiinc           |   68846 |        63294 |       2 |        1 |      1 |        5 |        2 |
| promotn         |   68846 |        63289 |       2 |        1 |      1 |        5 |        2 |
| leisure         |   68846 |        67443 |       3 |        1 |      1 |        5 |        3 |
| intjob          |   68846 |        63283 |       2 |        1 |      1 |        5 |        1 |
| wrkindp         |   68846 |        63297 |       2 |        1 |      1 |        5 |        2 |
| hlpoths         |   68846 |        63290 |       2 |        1 |      1 |        5 |        2 |
| hlpsoc          |   68846 |        63294 |       2 |        1 |      1 |        5 |        2 |
| flexhrs         |   68846 |        64777 |       2 |        1 |      1 |        5 |        2 |
| flexhrs1        |   68846 |        67382 |       2 |        1 |      1 |        5 |        2 |
| wkpersnl        |   68846 |        67378 |       2 |        1 |      1 |        5 |        2 |
| famorjob        |   68846 |        67387 |       2 |        1 |      1 |        4 |        2 |
| joborfam        |   68846 |        67384 |       2 |        1 |      1 |        4 |        2 |
| discwk5         |   68846 |        67390 |       2 |        0 |      1 |        3 |        2 |
| whydisc5        |   68846 |        68580 |       4 |        3 |      1 |        9 |        4 |
| harass5         |   68846 |        67377 |       2 |        0 |      1 |        3 |        2 |
| unionsbd        |   68846 |        67417 |       3 |        1 |      1 |        5 |        3 |
| rcontact        |   68846 |        67914 |       2 |        1 |      1 |        5 |        1 |
| wkathome        |   68846 |        67911 |       4 |        1 |      1 |        5 |        5 |
| wkwkends        |   68846 |        67911 |       3 |        1 |      1 |        5 |        3 |
| decidwrk        |   68846 |        67914 |       2 |        1 |      1 |        3 |        2 |
| wrkshift        |   68846 |        67925 |       1 |        1 |      1 |        3 |        1 |
| chngewrk        |   68846 |        67914 |       3 |        1 |      1 |        5 |        3 |
| nounemp5        |   68846 |        67918 |       3 |        1 |      1 |        5 |        3 |
| nounemp6        |   68846 |        67917 |       4 |        1 |      1 |        5 |        4 |
| extrawrk        |   68846 |        67912 |       3 |        1 |      1 |        4 |        4 |
| extraern        |   68846 |        68558 |       2 |        1 |      1 |        5 |        1 |
| jbendyr         |   68846 |        68401 |    2006 |       10 |   1936 |     2016 |     2009 |
| jbendmo         |   68846 |        68462 |       6 |        3 |      1 |       12 |        6 |
| exjobsat        |   68846 |        68361 |       7 |       21 |      1 |       99 |        2 |
| wornojob        |   68846 |        68537 |       3 |        1 |      1 |        4 |        3 |
| newskill        |   68846 |        68536 |       2 |        1 |      1 |        5 |        2 |
| lowpay          |   68846 |        68539 |       3 |        1 |      1 |        5 |        3 |
| tempwork        |   68846 |        68537 |       2 |        1 |      1 |        5 |        2 |
| mortravl        |   68846 |        68537 |       3 |        1 |      1 |        5 |        3 |
| moveinus        |   68846 |        68538 |       3 |        1 |      1 |        5 |        4 |
| moveaway        |   68846 |        68537 |       4 |        1 |      1 |        5 |        4 |
| econsup1        |   68846 |        68331 |       5 |        3 |      1 |       10 |        3 |
| worecsup        |   68846 |        68329 |       3 |        1 |      1 |        4 |        3 |
| unpeople        |   68846 |        67733 |       4 |        1 |      1 |        4 |        4 |
| unmoney         |   68846 |        67701 |       2 |        1 |      1 |        4 |        1 |
| unslfcon        |   68846 |        67730 |       3 |        1 |      1 |        4 |        2 |
| unrespct        |   68846 |        67742 |       4 |        1 |      1 |        4 |        4 |
| unfamten        |   68846 |        67725 |       3 |        1 |      1 |        4 |        3 |
| unjobexp        |   68846 |        67741 |       4 |        1 |      1 |        4 |        4 |
| unbored         |   68846 |        67735 |       4 |        1 |      1 |        4 |        4 |
| undk            |   68846 |        67592 |       2 |        0 |      1 |        2 |        2 |
| empself         |   68846 |        64993 |       2 |        0 |      1 |        2 |        2 |
| smallbig        |   68846 |        65127 |       1 |        0 |      1 |        2 |        1 |
| indusoth        |   68846 |        67657 |       2 |        0 |      1 |        2 |        2 |
| privgovt        |   68846 |        65141 |       1 |        0 |      1 |        2 |        1 |
| workweek        |   68846 |        67393 |       2 |        1 |      1 |        3 |        1 |
| wantjob         |   68846 |        68326 |       3 |        1 |      1 |        4 |        4 |
| findjob         |   68846 |        67534 |       3 |        1 |      1 |        5 |        2 |
| iwrkhard        |   68846 |        67170 |       3 |        1 |      1 |        3 |        3 |
| hrsmoney        |   68846 |        65351 |       2 |        1 |      1 |        3 |        2 |
| ryrsfirm        |   68846 |        68151 |       3 |        1 |      1 |        4 |        3 |
| rdowell         |   68846 |        68138 |       1 |        1 |      1 |        4 |        1 |
| rpaysame        |   68846 |        68148 |       4 |        1 |      1 |        4 |        4 |
| rexpernc        |   68846 |        68147 |       3 |        1 |      1 |        4 |        2 |
| rageemp         |   68846 |        68152 |       4 |        0 |      1 |        4 |        4 |
| rfamresp        |   68846 |        68152 |       4 |        0 |      1 |        4 |        4 |
| reducemp        |   68846 |        68145 |       3 |        1 |      1 |        4 |        4 |
| rdk             |   68846 |        68081 |       2 |        0 |      1 |        2 |        2 |
| rsecjob         |   68846 |        65213 |       2 |        1 |      1 |        5 |        2 |
| rhiinc          |   68846 |        65210 |       3 |        1 |      1 |        5 |        3 |
| rpromotn        |   68846 |        65215 |       3 |        1 |      1 |        5 |        3 |
| rleisure        |   68846 |        67980 |       3 |        1 |      1 |        5 |        3 |
| rintjob         |   68846 |        65201 |       2 |        1 |      1 |        5 |        2 |
| rwrkindp        |   68846 |        65206 |       2 |        1 |      1 |        5 |        2 |
| rhlpoths        |   68846 |        65201 |       2 |        1 |      1 |        5 |        2 |
| rhlpsoc         |   68846 |        65220 |       2 |        1 |      1 |        5 |        2 |
| rflexhrs        |   68846 |        67978 |       3 |        1 |      1 |        5 |        3 |
| xhaustn         |   68846 |        65198 |       3 |        1 |      1 |        5 |        3 |
| physwrk         |   68846 |        66132 |       3 |        1 |      1 |        5 |        4 |
| stress          |   68846 |        54920 |       3 |        1 |      1 |        5 |        3 |
| boredom         |   68846 |        67976 |       4 |        1 |      1 |        5 |        4 |
| danger          |   68846 |        66134 |       4 |        1 |      1 |        5 |        4 |
| unhlthy         |   68846 |        67979 |       4 |        1 |      1 |        5 |        4 |
| unpleznt        |   68846 |        67978 |       4 |        1 |      1 |        5 |        4 |
| planwrk         |   68846 |        67974 |       2 |        1 |      1 |        3 |        2 |
| findwork        |   68846 |        67996 |       3 |        1 |      1 |        5 |        2 |
| bossemps        |   68846 |        64136 |       2 |        1 |      1 |        5 |        2 |
| cowrkers        |   68846 |        65285 |       2 |        1 |      1 |        5 |        2 |
| jobsat          |   68846 |        65190 |       3 |        1 |      1 |        7 |        2 |
| supervis        |   68846 |        66556 |       2 |        0 |      1 |        2 |        2 |
| suprvsjb        |   68846 |        66438 |       2 |        0 |      1 |        2 |        2 |
| supnum          |   68846 |        68523 |      10 |       15 |      1 |       96 |        5 |
| moonlite        |   68846 |        67973 |       3 |        1 |      1 |        3 |        3 |
| othhrs          |   68846 |        68636 |      16 |       16 |      1 |       89 |       10 |
| numsites        |   68846 |        68061 |       1 |        0 |      1 |        2 |        1 |
| localnum        |   68846 |        44202 |       3 |        2 |      1 |        7 |        3 |
| totalnum        |   68846 |        68174 |       4 |        2 |      1 |        8 |        4 |
| employer        |   68846 |        68776 |       1 |        0 |      1 |        2 |        1 |
| numemply        |   68846 |        68796 |       1 |        1 |      1 |        4 |        1 |
| paydojob        |   68846 |        67673 |       2 |        1 |      1 |        5 |        2 |
| payfam          |   68846 |        67692 |       3 |        1 |      1 |        5 |        3 |
| payeduc         |   68846 |        67672 |       2 |        1 |      1 |        5 |        2 |
| paytime         |   68846 |        67686 |       3 |        1 |      1 |        5 |        3 |
| techjobs        |   68846 |        67735 |       3 |        1 |      1 |        5 |        4 |
| techwork        |   68846 |        67730 |       2 |        1 |      1 |        5 |        2 |
| wantjob1        |   68846 |        64701 |       2 |        1 |      1 |        4 |        1 |
| worknow         |   68846 |        64648 |       1 |        0 |      1 |        2 |        1 |
| sethours        |   68846 |        66999 |       2 |        1 |      1 |        3 |        2 |
| placewrk        |   68846 |        68015 |       2 |        1 |      1 |        4 |        1 |
| wktenure        |   68846 |        68053 |       3 |        1 |      1 |        4 |        3 |
| useskill        |   68846 |        66100 |       3 |        1 |      1 |        4 |        3 |
| edcskill        |   68846 |        68047 |       2 |        1 |      1 |        5 |        2 |
| jobskill        |   68846 |        68024 |       2 |        1 |      1 |        5 |        2 |
| helporg1        |   68846 |        66094 |       2 |        1 |      1 |        5 |        2 |
| prideorg        |   68846 |        66089 |       2 |        1 |      1 |        5 |        2 |
| chngwork        |   68846 |        68036 |       3 |        1 |      1 |        5 |        3 |
| stayorg3        |   68846 |        66116 |       3 |        1 |      1 |        5 |        4 |
| proudwrk        |   68846 |        67090 |       2 |        1 |      1 |        5 |        2 |
| absent          |   68846 |        68039 |       4 |        1 |      1 |        5 |        4 |
| leavejob        |   68846 |        66102 |       3 |        1 |      1 |        4 |        3 |
| worryjob        |   68846 |        66067 |       3 |        1 |      1 |        4 |        4 |
| evjob           |   68846 |        67492 |       1 |        0 |      1 |        2 |        1 |
| yrjobend        |   68846 |        68165 |    1993 |       12 |   1926 |     2006 |     1996 |
| whyjbend        |   68846 |        67665 |       4 |        3 |      1 |        9 |        4 |
| wantjob2        |   68846 |        67501 |       1 |        0 |      1 |        2 |        1 |
| getjob          |   68846 |        67743 |       2 |        1 |      1 |        4 |        2 |
| lookjob         |   68846 |        67697 |       2 |        0 |      1 |        2 |        2 |
| pubagncy        |   68846 |        67732 |       1 |        0 |      1 |        3 |        1 |
| priagncy        |   68846 |        67737 |       1 |        0 |      1 |        3 |        1 |
| wantads         |   68846 |        67731 |       1 |        1 |      1 |        3 |        1 |
| adforjob        |   68846 |        67737 |       1 |        0 |      1 |        3 |        1 |
| appemps         |   68846 |        67731 |       1 |        1 |      1 |        3 |        1 |
| askhelp         |   68846 |        67727 |       1 |        1 |      1 |        3 |        1 |
| econsup         |   68846 |        68021 |       3 |        2 |      1 |        7 |        3 |
| selfemp1        |   68846 |        67351 |       3 |        1 |      1 |        5 |        2 |
| selfemp2        |   68846 |        67348 |       3 |        1 |      1 |        5 |        3 |
| unjobsec        |   68846 |        67372 |       3 |        1 |      1 |        5 |        2 |
| unbetter        |   68846 |        67371 |       2 |        1 |      1 |        5 |        2 |
| rimpskls        |   68846 |        67831 |       2 |        1 |      1 |        5 |        2 |
| dailywrk        |   68846 |        66902 |       2 |        1 |      1 |        3 |        2 |
| timeoff         |   68846 |        66898 |       2 |        1 |      1 |        4 |        2 |
| jbintfam        |   68846 |        66896 |       3 |        1 |      1 |        5 |        4 |
| famintjb        |   68846 |        66896 |       4 |        1 |      1 |        5 |        4 |
| newjob          |   68846 |        67832 |       2 |        1 |      1 |        4 |        1 |
| jbtrain         |   68846 |        66897 |       1 |        0 |      1 |        2 |        1 |
| jobeasy         |   68846 |        66902 |       3 |        1 |      1 |        5 |        3 |
| replaceu        |   68846 |        67841 |       3 |        1 |      1 |        5 |        3 |
| nounemp1        |   68846 |        66907 |       2 |        1 |      1 |        5 |        2 |
| nounemp2        |   68846 |        66906 |       3 |        1 |      1 |        5 |        2 |
| nounemp3        |   68846 |        66905 |       2 |        1 |      1 |        5 |        2 |
| nounemp4        |   68846 |        66904 |       3 |        1 |      1 |        5 |        2 |
| otherwrk        |   68846 |        67832 |       1 |        1 |      1 |        4 |        1 |
| skltrain        |   68846 |        68044 |       2 |        0 |      1 |        2 |        2 |
| spwrkgvt        |   68846 |        68120 |       2 |        0 |      1 |        2 |        2 |
| hapunhap        |   68846 |        62568 |       2 |        1 |      1 |        4 |        2 |
| stiffpun        |   68846 |        67520 |       2 |        1 |      1 |        5 |        2 |
| deathpen        |   68846 |        67551 |       2 |        1 |      1 |        5 |        2 |
| premars1        |   68846 |        63794 |       3 |        1 |      1 |        4 |        3 |
| xmarsex1        |   68846 |        62504 |       1 |        1 |      1 |        4 |        1 |
| homosex1        |   68846 |        62852 |       2 |        1 |      1 |        4 |        1 |
| abdefct1        |   68846 |        67584 |       2 |        1 |      1 |        4 |        1 |
| abpoor1         |   68846 |        67627 |       2 |        1 |      1 |        4 |        2 |
| abdefctw        |   68846 |        65131 |       3 |        1 |      1 |        4 |        4 |
| abpoorw         |   68846 |        64023 |       2 |        1 |      1 |        4 |        2 |
| taxcheat        |   68846 |        66359 |       3 |        1 |      1 |        4 |        3 |
| govcheat        |   68846 |        66309 |       3 |        1 |      1 |        4 |        4 |
| concong         |   68846 |        63868 |       3 |        1 |      1 |        5 |        3 |
| conbiz          |   68846 |        63880 |       3 |        1 |      1 |        5 |        3 |
| congovt         |   68846 |        67570 |       3 |        1 |      1 |        5 |        3 |
| conchurh        |   68846 |        63858 |       3 |        1 |      1 |        5 |        3 |
| concourt        |   68846 |        63830 |       3 |        1 |      1 |        5 |        3 |
| conschls        |   68846 |        63808 |       3 |        1 |      1 |        5 |        3 |
| polsgod         |   68846 |        67569 |       3 |        1 |      1 |        5 |        3 |
| clergvte        |   68846 |        63803 |       2 |        1 |      1 |        5 |        2 |
| religpub        |   68846 |        67568 |       3 |        1 |      1 |        5 |        3 |
| clerggov        |   68846 |        64999 |       2 |        1 |      1 |        5 |        2 |
| churhpow        |   68846 |        64166 |       3 |        1 |      1 |        5 |        3 |
| godchnge        |   68846 |        63435 |       4 |        1 |      1 |        4 |        4 |
| afterlif        |   68846 |        64062 |       2 |        1 |      1 |        4 |        1 |
| devil           |   68846 |        67634 |       2 |        1 |      1 |        4 |        2 |
| heaven          |   68846 |        63992 |       2 |        1 |      1 |        4 |        1 |
| hell            |   68846 |        64047 |       2 |        1 |      1 |        4 |        1 |
| miracles        |   68846 |        64060 |       2 |        1 |      1 |        4 |        1 |
| bible1          |   68846 |        66372 |       2 |        1 |      1 |        4 |        2 |
| theism          |   68846 |        63927 |       2 |        1 |      1 |        5 |        2 |
| fatalism        |   68846 |        63878 |       4 |        1 |      1 |        5 |        4 |
| godmeans        |   68846 |        63935 |       3 |        1 |      1 |        5 |        3 |
| nihilism        |   68846 |        63922 |       4 |        1 |      1 |        5 |        5 |
| predeter        |   68846 |        67612 |       3 |        1 |      1 |        5 |        3 |
| egomeans        |   68846 |        63945 |       3 |        1 |      1 |        5 |        2 |
| ownfate         |   68846 |        66430 |       2 |        1 |      1 |        5 |        2 |
| relexper        |   68846 |        57979 |       2 |        0 |      1 |        2 |        2 |
| marelkid        |   68846 |        63910 |       2 |        1 |      1 |        7 |        1 |
| madenkid        |   68846 |        66271 |   35786 |    18677 |  10000 |    70000 |    28000 |
| parelkid        |   68846 |        64189 |       2 |        2 |      1 |        7 |        1 |
| padenkid        |   68846 |        66747 |   35327 |    18468 |  10000 |    70000 |    28000 |
| religkid        |   68846 |        63831 |       2 |        2 |      1 |        7 |        1 |
